<pre>
 
                Tageswerte der Station 10291 Angermünde                                               
 STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
----- -------- -- ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
10291 20170118  1  -12.2   -8.6   -4.6   -2.4   89.4    2.0    6.3    0.0    7.9    0.0 1033.6
10291 20170117  1  -13.8   -9.3   -5.4    0.7   87.0    2.0    3.7    6.0    3.4    0.0 1029.4
10291 20170116  1  -12.5   -7.0   -3.6   -0.4   87.1    2.0    6.4    1.0    4.3    0.0 1018.1
10291 20170115  1   -2.2   -1.5    0.0    0.9   91.0    3.0    8.5    0.0    7.8    1.0 1005.9
10291 20170114  1   -6.8   -5.0   -1.1    1.0   90.8    2.0    9.3    0.3    4.9    0.5  995.2
10291 20170113  1   -1.6   -0.3    1.0    1.8   92.8    3.0   12.0    0.0    7.5    3.7  984.1
10291 20170112  1    0.6    1.7    2.7    3.7   81.3    4.0   15.8    1.0    6.7    3.0  993.6
10291 20170111  1  -10.7   -9.6   -4.0    3.0   81.8    4.0   15.3    0.1    6.2    1.5  997.9
10291 20170110  1   -9.0   -7.5   -3.0   -1.3   79.8    3.0    9.2    6.6    1.4    0.0 1008.3
10291 20170109  1   -3.8   -3.8   -2.5   -0.8   90.9    2.0    7.6    0.0    8.0    0.0 1018.8
10291 20170108  1   -4.4   -4.4   -3.7   -3.0   90.9    2.0    5.7    0.0    7.8    0.0 1021.7
10291 20170107  1  -13.7  -10.5   -6.7   -4.1   82.1    3.0    9.8    0.0    7.9    3.0 1022.9
10291 20170106  1  -18.4  -10.6   -7.2   -3.0   82.0    2.0    6.9    0.9    6.0    0.0 1032.7
10291 20170105  1  -14.8   -9.0   -4.2   -1.0   80.5    3.0   11.4    4.0    6.0    2.7 1019.6
10291 20170104  1   -2.0   -1.4    1.8    4.8   84.5    5.0   20.0    1.1    6.3    4.9  992.5
10291 20170103  1   -0.8   -0.7    2.3    4.6   91.9    4.0   18.8    0.0    7.8    7.2 1003.8
10291 20170102  1   -3.0   -1.5    0.8    3.2   87.9    3.0   10.1    0.3    5.3    0.5 1007.5
10291 20170101  1    2.1    2.3    3.7    4.4   84.5    3.0   10.5    0.0    7.8    0.4 1009.4
10291 20161231  1   -1.7   -0.4    1.1    3.5   82.9    3.0   10.2    6.4    2.6    0.0 1021.0
10291 20161230  1   -5.0   -2.3    0.5    4.3   85.4    2.0    6.9    6.5    1.0    0.0 1028.8
10291 20161229  1   -3.4   -1.2    2.6    4.5   88.5    2.0    8.1    0.0    5.6    0.0 1033.7
10291 20161228  1   -1.5   -0.3    2.8    6.1   92.6    2.0    6.7    2.4    3.7    0.1 1031.0
10291 20161227  1    0.0    2.1    5.3    7.2   71.6    5.0   22.0    1.6    5.6    0.0 1018.1
10291 20161226  1    1.9    2.6    8.0   10.8   83.8    5.0   21.2    0.0    6.8    3.9 1010.0
10291 20161225  1    3.1    3.9    7.0    9.7   92.2    4.0   16.3    0.0    7.6    3.4 1008.8
10291 20161224  1    0.4    1.2    4.4    6.5   85.5    4.0   16.4    0.0    6.9    3.9 1012.2
10291 20161223  1    1.2    2.2    3.5    4.4   90.3    3.0   11.8    0.0    7.5    0.2 1023.2
10291 20161222  1   -3.6   -2.4    0.2    2.5   90.6    2.0    7.6    0.0    5.4    0.4 1021.4
10291 20161221  1   -2.7   -1.9   -0.7    0.3   90.5    3.0    8.8    1.0    4.4    0.0 1020.3
10291 20161220  1   -1.2   -1.4   -0.2    2.1   97.8    2.0    9.7    0.0    7.0    0.0 1023.1
10291 20161219  3    0.4    2.1    3.0    3.7   96.2    2.0    3.4    0.0    8.0    0.0 1025.6
10291 20161218  3   -1.2   -0.5    2.8    4.5   97.9    2.0    7.4    0.0           0.6 1024.6
10291 20161217  3   -6.5   -4.2   -1.7    0.4   95.4    2.0    6.8    0.0    6.6    0.3 1028.4
10291 20161216  3   -5.0   -3.2    0.6    2.4   83.8    2.0    9.5    1.6    5.2    0.0 1026.7
10291 20161215  3    0.9    1.8    2.6    3.7   79.8    2.0    8.1    0.0    8.0    0.0 1025.6
10291 20161214  3   -1.8   -0.1    2.8    5.5   95.4    2.0    7.1    2.4    5.3    0.0 1017.8
10291 20161213  3   -5.5   -3.5   -0.5    2.1   89.3    2.0    6.4    0.0    6.2    0.6 1018.3
10291 20161212  3   -5.1   -3.5    2.2    6.5   83.3    3.0   12.4    4.9    3.5    0.0 1016.1
10291 20161211  3    4.4    5.6    6.7    8.0   93.3    3.0   12.8    0.0    7.5   13.9 1003.6
10291 20161210  3    7.7    7.9    9.1   10.2   87.4    4.0   13.5    0.0    8.0    4.7 1011.1
10291 20161209  3    5.7    6.4    8.1    9.6   83.5    4.0   13.0    0.1    7.8    0.1 1015.2
10291 20161208  3    5.1    6.4    7.8    9.4   72.1    4.0   15.8    1.2    6.4    2.4 1016.3
10291 20161207  3   -1.4   -1.7    0.8    6.7   93.0    3.0   12.1    0.0    8.0    0.3 1024.2
10291 20161206  3   -2.9   -2.7    0.5    2.7   93.5    3.0    8.6    0.0           0.0 1022.9
10291 20161205  3   -4.8   -4.0   -2.6   -0.8   94.5    2.0    8.2    2.6    6.8    0.2 1020.2
10291 20161204  3   -1.8   -1.2    0.7    2.4   89.0    2.0    5.9    0.0    7.9    0.0 1022.5
10291 20161203  3   -4.5   -3.0   -0.6    2.8   88.5    2.0    5.6    6.5    4.7    0.0 1018.4
10291 20161202  3   -1.9   -0.7    3.4    6.9   74.0    4.0   22.2    6.7    1.5    0.0 1008.6
10291 20161201  3    4.0    4.7    6.7    8.1   90.4    5.0   20.3    0.0    7.9    3.8 1004.6
10291 20161130  3   -3.2   -2.3    1.4    4.8   81.8    4.0   13.5    0.0    7.6    2.4 1015.9
10291 20161129  3   -5.0   -3.8   -1.0    2.8   72.3    3.0   11.0    2.9    2.3    0.0 1024.8
10291 20161128  3   -5.2   -3.5   -0.2    3.0   74.5    3.0    8.9    2.8    3.0    0.0 1020.7
10291 20161127  3   -1.2    0.2    3.8    6.7   77.4    4.0   12.1    6.7    2.8    0.0 1007.3
10291 20161126  3    0.3   -0.1    1.4    4.1   97.3    3.0   11.7    0.0    7.8    0.0 1010.6
10291 20161125  3   -2.5   -2.1    1.2    3.7   97.1    1.0    5.9    0.0           0.0 1018.7
10291 20161124  3   -2.5   -1.5    3.9    7.4   93.0    2.0    6.6    5.4    4.7    0.0 1017.6
10291 20161123  3    1.7    2.5    5.0    8.6   98.4    1.0    2.8    2.0           0.0 1012.9
10291 20161122  3    3.6    4.6    8.0   10.1   93.0    2.0    7.0    0.0    7.7    0.0 1006.1
10291 20161121  3    4.4    6.1    8.3   11.9   83.1    3.0    7.2    3.6    4.7    0.0 1001.9
10291 20161120  3    0.4    1.2    5.8   10.1   81.6    3.0   13.2    4.3    5.9    0.0 1000.8
10291 20161119  3    1.2    3.1    5.7    7.5   87.2    2.0   10.1    0.0    5.9    1.6 1001.7
10291 20161118  3    3.9    5.5    9.4   13.6   80.0    4.0   16.3    0.9    6.3    1.3  993.4
10291 20161117  3    4.9    6.8    8.4    9.4   91.8    3.0    9.0    0.1    7.0    3.0  998.3
10291 20161116  3    4.2    5.1    7.2    9.8   94.3    3.0    8.6    0.0    7.8    2.2 1006.8
10291 20161115  3   -0.1    0.8    2.6    6.7   84.4    3.0   11.9    0.0    7.9    2.5 1014.9
10291 20161114  3   -7.8   -6.7   -0.9    4.6   79.6    2.0    7.6    7.5    2.5    0.0 1026.7
10291 20161113  3   -8.3   -7.1   -2.8    3.6   87.0    1.0    3.7    7.6    1.6    0.0 1024.8
10291 20161112  3   -7.2   -5.7   -2.5    2.4   91.0    1.0    2.6    5.9    0.4    0.0 1021.2
10291 20161111  3   -4.7   -3.4   -0.6    2.9   92.4    2.0    4.9    3.5    6.5    0.0 1012.5
10291 20161110  3   -5.2   -3.6   -0.4    3.4   89.0    2.0    6.3    5.1    5.0    0.0 1001.6
10291 20161109  3   -4.4   -2.4    0.6    3.1   83.2    2.0    8.6    1.6    5.6    0.0 1001.2
10291 20161108  3   -1.4    0.2    2.1    3.9   92.5    2.0    8.7    0.0    7.7    1.4 1001.9
10291 20161107  3   -0.9    1.1    3.4    5.0   91.3    2.0    7.8    0.1    7.7    0.0  998.9
10291 20161106  3    1.5    2.7    5.1    7.3   91.9    2.0    7.2    0.2    6.9    0.1  992.4
10291 20161105  3    1.6    2.5    5.0    6.8   89.6    2.0    7.6    0.0    7.7    6.4  995.2
10291 20161104  3    1.3    2.2    4.5    7.7   89.0    3.0    8.2    0.4    6.9    3.5 1007.5
10291 20161103  3   -1.4    0.3    2.9    6.9   83.0    3.0    8.5    5.7    4.1    0.6 1011.8
10291 20161102  3    1.1    2.0    5.1    8.0           4.0   15.2    0.1    7.0    4.6 1002.3
10291 20161101  3    4.5    5.5    9.4   11.0                         0.0           3.0 1009.9
10291 20161031  3    0.5    2.5    7.2   10.5   91.5    2.0    6.3    0.3    7.5    0.0 1020.1
10291 20161030  3    0.9    3.8    7.0   11.5   83.3    3.0   10.6    7.4    3.8    0.0 1020.7
10291 20161029  3    4.3    5.7    8.3   12.2   77.7    4.0   15.0    4.6    3.8    0.0 1020.2
10291 20161028  3    5.7    7.3   10.7   12.8   86.0    3.0   12.7    0.0    6.7    0.1 1019.6
10291 20161027  3    3.4    4.0    7.6   10.3   96.2    2.0    6.5    0.0    6.8    0.4 1022.7
10291 20161026  3    1.0    1.3    4.8    8.1   95.0    2.0    4.3    0.8    8.0    0.0 1022.4
10291 20161025  3    1.8    3.3    7.7   10.7   93.2    2.0    6.3    0.1    6.3    0.1 1014.6
10291 20161024  3    4.2    5.1    7.4    8.6   95.9    2.0    4.5    0.0    7.9    2.4 1010.7
10291 20161023  3    3.7    4.1    6.3    8.9   92.8    2.0    4.7    0.8    7.3    0.0 1010.1
10291 20161022  3    3.8    4.9    6.8    8.9   90.6    1.0    5.0    0.1    7.9    0.0 1007.5
10291 20161021  3    5.8    6.0    7.2    7.9   95.6    2.0    6.1    0.0    7.7    2.5 1006.8
10291 20161020  3    4.0    5.3    7.3    8.8   94.3    2.0    5.3    0.0    7.2    0.5 1007.9
10291 20161019  3    5.0    6.3    8.6    9.8   95.3    2.0    7.3    0.0    8.0    4.9 1007.5
10291 20161018  3    5.0    5.9    7.7    9.5   96.3    2.0    6.5    0.0    8.0    1.0 1014.0
10291 20161017  3    6.0    6.1    6.9    7.8   90.0    3.0    8.9    0.0    8.0    0.0 1019.0
10291 20161016  3    6.0    6.1    6.8    7.7   95.4    3.0    7.8    0.0    7.9    0.0 1018.2
10291 20161015  3    4.6    5.6    7.5   10.4   86.3    3.0    9.7    0.1    6.9    3.6 1009.4
10291 20161014  3    0.9    2.2    6.6   10.9   81.4    3.0   12.1    5.0    4.4    0.0 1012.3
10291 20161013  3    2.3    4.0    6.5    7.7   87.0    3.0    9.6    0.0    7.3    0.0 1017.2
10291 20161012  3    6.2    6.3    7.1    8.2   90.8    3.0    9.9    0.0    8.0    1.5 1016.6
10291 20161011  3    5.8    6.4    7.5    9.1   93.0    2.0    9.4    0.0    7.9    1.2 1014.6
10291 20161010  3    1.4    3.0    7.0   10.7   90.0    2.0    5.4    4.7    6.6    2.2 1016.7
10291 20161009  3    2.2    4.1    8.2   11.0   90.9    3.0    8.1    1.7    6.3    1.7 1015.3
10291 20161008  3    6.1    7.0    9.3   12.4   87.8    3.0   10.2    0.7    7.5    1.2 1013.8
10291 20161007  3    5.1    6.6    9.4   12.3   89.0    2.0    8.7    0.3    7.4    2.3 1013.4
10291 20161006  3    8.8    9.3   10.3   11.0   89.8    3.0   12.8    0.0    7.9    1.6 1013.4
10291 20161005  3    6.3    7.5    9.5   12.4   82.3    4.0   17.3    2.6    7.5    0.4 1022.6
10291 20161004  3    5.3    7.2   11.5   16.2   72.8    3.0   14.2    8.3    2.6    0.8 1026.2
10291 20161003  3    4.8    5.3   10.7   14.2   93.0    2.0    9.0    2.2    4.5    5.3 1015.0
10291 20161002  3    6.3    8.6   12.9   18.3   89.2    2.0   10.1    4.2    5.4    2.1 1005.3
10291 20161001  3    4.9    8.5   12.0   14.9   90.8    2.0    6.6    0.0    6.8    8.0 1004.8
10291 20160930  3    7.1    9.9   15.2   19.7   70.9    3.0   11.9    1.9    6.1    0.0 1005.9
10291 20160929  3   13.9   14.8   19.9   25.6   55.5    3.0   12.7    5.0    6.4    0.0 1006.5
10291 20160928  3   10.0   11.5   16.3   19.7   67.1    3.0   16.3    0.0    6.3    0.0 1013.4
10291 20160927  3    3.4    5.3   13.3   21.1   67.3    2.0    5.6   10.7    0.6    0.0 1019.1
10291 20160926  3    3.9    5.9   13.3   22.0   67.1    2.0    7.1   10.3    3.4    0.0 1015.9
10291 20160925  3    4.7    6.7   14.2   21.0   67.6    2.0    7.4    9.3    4.9    0.0 1015.9
10291 20160924  3    5.8    8.2   14.1   20.1   74.4    2.0    6.3    8.4    5.7    0.0 1018.1
10291 20160923  3    3.7    5.0   14.3   21.8   70.3    2.0   13.1    6.3    4.9    1.7 1015.8
10291 20160922  3    2.5    3.7   11.5   20.0   68.8    1.0    6.7   10.3    1.4    0.0 1016.2
10291 20160921  3    4.1    6.0   13.5   19.9   75.2    2.0    6.8    4.2    4.3    0.0 1013.7
10291 20160920  3    4.2    6.0   13.3   19.6   71.9    2.0    7.4    4.0    6.0    0.0 1012.4
10291 20160919  3    5.4    7.4   14.2   19.6   58.9    2.0    8.4    8.6    5.0    0.0 1011.6
10291 20160918  3    9.0   10.1   15.9   21.7   62.5    3.0   11.1    7.6    4.9    0.0 1009.7
10291 20160917  3   12.3   13.6   17.9   23.9   68.2    3.0   11.2    0.7    5.6    0.0 1007.0
10291 20160916  3    8.0    9.9   18.8   28.0   65.9    2.0    5.3   10.0    1.9    0.0 1006.2
10291 20160915  3    9.3   10.6   18.4   26.3   65.7    2.0    8.6   11.4    0.3    0.0 1010.5
10291 20160914  3   12.0   13.5   21.3   28.8   62.2    2.0    8.6   11.0    0.3    0.0 1012.2
10291 20160913  3   14.3   15.1   22.5   30.8   70.0    2.0    8.3   10.1    0.5    0.0 1012.4
10291 20160912  3   12.9   14.0   22.0   30.9   70.5    2.0    6.2   11.5    0.8    0.0 1013.4
10291 20160911  3   13.1   14.6   21.4   29.9   65.8    2.0    8.0    8.3    1.5    0.0 1011.0
10291 20160910  3   10.4   11.8   18.7   26.0   71.2    1.0    3.8   11.7    0.1    0.0 1011.6
10291 20160909  3   11.8   12.8   20.0   27.5   76.0    2.0    8.6   10.1    1.1    0.0 1008.9
10291 20160908  3   10.9   11.7   20.3   28.5   71.8    2.0    8.0   11.9    0.8    0.0 1008.2
10291 20160907  3    8.7    9.8   17.6   24.8   76.5    2.0    7.0   12.1    2.5    0.0 1017.0
10291 20160906  3    8.4    9.3   15.7   21.7   78.8    2.0    5.1    9.7    3.2    0.0 1020.6
10291 20160905  3    9.6   11.1   16.2   21.2   87.3    2.0    8.5    1.4    5.9    0.7 1008.3
10291 20160904  3   13.3   14.5   17.3   22.1   84.4    3.0   17.2    0.3    7.4   15.4 1002.8
10291 20160903  3   13.1   15.1   19.6   25.1   68.0    2.0    9.3    7.6    6.6    0.1 1009.0
10291 20160902  3   11.7   13.2   18.6   24.0   67.0    2.0    9.1   11.8    5.6    0.0 1012.8
10291 20160901  3    9.9   12.2   19.1   26.3   64.6    2.0    9.2   10.0    2.8    0.0 1012.8
10291 20160831  3    8.2    9.7   18.1   25.0   64.0    2.0    7.4   12.6    0.1    0.0 1016.2
10291 20160830  3    9.7   10.9   15.9   22.2   73.2    3.0   10.3    9.8    1.9    0.0 1017.7
10291 20160829  3   11.0   12.4   18.0   22.6   81.4    3.0   12.4    5.8    4.9    0.7 1008.8
10291 20160828  3   11.6   13.0   22.8   32.5   68.8    2.0   22.0   10.6    4.3    6.2 1006.7
10291 20160827  3   13.6   15.8   22.0   29.2   69.5    2.0    7.7   12.6    0.5    0.0 1012.9
10291 20160826  3   13.6   15.7   23.7   31.8   54.2    3.0    8.9   12.6    0.2    0.0 1011.2
10291 20160825  3   13.2   14.8   21.6   28.2   61.1    3.0   10.8   13.0    0.2    0.0 1015.8
10291 20160824  3   12.7   13.5   20.7   26.7   72.2    2.0    6.0   11.6    2.4    0.0 1019.6
10291 20160823  3   13.6   15.0   18.5   22.7   85.3    2.0           1.3    6.6    0.4 1019.3
10291 20160822  3   11.1   12.8   18.4   23.9   73.3    3.0           6.9    5.0    0.1 1016.6
10291 20160821  3   12.3   13.7   17.5   23.0   83.8    2.0   14.8    4.9    5.7    3.1 1009.7
10291 20160820  3   12.7   13.8   18.9   24.9   79.7    2.0   10.4    1.6    7.0    4.5 1006.1
10291 20160819  3    8.5    9.2   17.7   24.8   67.8    1.0    6.2   12.6    2.5    1.1 1005.1
10291 20160818  3    9.4   10.7   15.3   21.0   78.5    2.0    7.5    3.8    5.7    0.4 1003.3
10291 20160817  3    6.7    7.9   14.8   20.9   76.3    2.0    5.9    6.8    4.8    0.0 1008.5
10291 20160816  3    8.0    8.8   14.2   21.4   79.2    3.0   12.4    4.7    5.0    8.0 1012.1
10291 20160815  3    8.3   10.3   15.8   21.7   72.2    2.0    8.8    6.6    3.0    0.0 1015.9
10291 20160814  3   10.3   12.9   17.5   21.7   69.2    3.0    9.5    3.3    6.6    0.0 1014.4
10291 20160813  3   15.2   16.5   20.7   26.4   69.5    3.0   12.5    7.4    5.8    0.0 1012.4
10291 20160812  3   12.8   12.9   15.8   19.1   77.0    2.0    8.1    0.1    7.8    0.1 1013.4
10291 20160811  3    6.6    7.7   13.2   19.2   63.3    3.0   10.6    8.1    4.1    0.0 1013.5
10291 20160810  3    6.1    8.3   12.8   18.2   69.0    3.0   10.8    8.4    4.0    0.2 1011.1
10291 20160809  3    8.5   10.4   15.4   20.2   68.3    3.0   12.6    3.3    5.6    0.0 1011.1
10291 20160808  3   14.2   15.3   20.5   27.0   64.8    3.0   12.9    7.5    5.6    0.1 1009.7
10291 20160807  3   10.3   11.9   17.8   23.3   69.1    3.0    9.0   10.9    2.1    0.0 1017.2
10291 20160806  3   12.1   13.5   16.6   21.4   78.3    3.0   17.5    8.0    4.3    1.6 1015.1
10291 20160805  3   13.8   14.6   17.2   21.6   87.1    2.0    5.8    0.9    7.0    2.7 1008.4
10291 20160804  3   15.5   17.1   20.1   25.4   81.9    3.0   10.7    3.6    7.1    6.2 1004.1
10291 20160803  3   10.1   10.8   17.1   21.2   91.7    2.0    8.6    0.0    8.0    1.0 1005.1
10291 20160802  3   10.0   11.8   14.8   17.3   86.8    2.0    6.0    2.5    6.2    2.6 1009.2
10291 20160801  3   11.3   12.8   16.6   21.2   75.7    3.0   11.1    9.3    5.0    0.0 1009.3
10291 20160731  3   12.3   13.6   18.6   24.9   80.3    2.0   11.8    3.9    7.3    6.4 1005.0
10291 20160730  3   13.5   14.9   20.3   25.0   71.5    2.0   10.4    7.7    4.6    0.0 1004.6
10291 20160729  3   15.2   16.6   20.6   25.3   73.5    2.0    9.4    7.3    5.0    0.1 1004.8
10291 20160728  3   16.0   16.3   20.0   24.7   79.6    2.0    8.8    5.8    6.0    1.7 1008.2
10291 20160727  3   10.8   12.1   18.9   25.8   80.2    2.0    7.0    3.0    5.4    6.9 1010.0
10291 20160726  3   11.9   13.5   21.9   28.3   68.6    2.0    8.9    6.5    4.6    0.0 1011.8
10291 20160725  3   13.1   14.3   22.8   30.6   66.6    1.0    7.1   11.8    2.0    0.0 1010.8
10291 20160724  3   13.2   13.9   20.7   27.5   72.5    1.0    5.0   10.9    3.5    0.0 1012.8
10291 20160723  3   10.0   11.6   20.0   27.2   69.9    2.0    8.0    9.9    4.1    0.0 1012.7
10291 20160722  3   10.5   12.8   21.1   28.8   51.4    2.0    8.3   13.8    2.6    0.0 1011.1
10291 20160721  3   11.6   12.6   21.8   29.5   58.0    2.0    7.3   13.7    2.6    0.0 1008.6
10291 20160720  3   12.0   13.7   20.0   26.1   68.3    1.0    5.3    8.5    3.2    0.0 1012.3
10291 20160719  3   13.5   15.1   18.1   22.0   79.0    2.0    7.4    0.6    7.5    0.0 1014.1
10291 20160718  3   13.6   14.9   16.8   19.3   79.1    2.0    9.6    0.0    7.8    0.0 1012.6
10291 20160717  3   15.2   15.6   18.6   22.4   81.8    2.0    6.6    3.4    7.0    0.5 1012.1
10291 20160716  3    8.0   10.0   18.1   24.1   65.3    2.0    8.9   10.5    5.3    5.3 1015.4
10291 20160715  3   10.9   12.5   15.3   19.4   78.4    4.0   12.8    0.6    7.5    0.0 1011.5
10291 20160714  3   12.4   13.5   14.9   16.3   83.1    3.0   12.0    0.0    8.0    1.5 1005.4
10291 20160713  3   11.2   13.0   17.1   21.8   80.9    2.0   10.1    3.2    6.7    4.3 1005.2
10291 20160712  3   13.7   14.9   20.3   25.1   59.8    2.0   11.5    3.6    7.0    0.0 1004.3
10291 20160711  3   14.8   17.6   23.4   27.2   60.5    3.0   10.7    5.7    6.6    0.0 1001.1
10291 20160710  3   15.9   16.4   22.8   29.0   63.2    2.0   10.2    8.2    5.5    0.0 1005.6
10291 20160709  3   12.9   13.9   17.1   21.3   76.4    3.0   11.7    2.3    6.5    0.0 1008.5
10291 20160708  3   12.4   13.1   19.1   25.4   66.9    3.0   19.7    4.2    6.3    2.9 1007.7
10291 20160707  3    8.9   10.6   16.2   21.0   64.5    3.0   10.9   10.0    4.1    0.0 1012.3
10291 20160706  3   11.3   11.9   15.0   19.2   72.6    5.0   19.4    5.6    6.5    0.8 1005.2
10291 20160705  3    9.0   10.9   18.0   24.0   70.3    2.0   13.5    4.9    5.7    3.0 1005.5
10291 20160704  3    8.7   10.3   16.0   22.1   68.1    2.0    8.8    6.1    3.8    0.0 1013.5
10291 20160703  3    8.3   10.8   15.5   20.7   70.0    3.0   11.8   11.0    2.4    0.0 1011.6
10291 20160702  3   11.5   12.9   18.1   25.7   77.5    3.0   14.1    5.5    5.3    1.1 1005.9
10291 20160701  3   12.9   14.9   20.8   27.0   73.3    2.0   11.4    9.3    4.1    0.7 1007.2
10291 20160630  3   10.1   11.3   19.3   25.0   67.0    2.0   10.5    6.4    5.6    0.0 1006.6
10291 20160629  3   11.0   12.9   18.2   24.4   71.2    3.0   11.8    8.0    4.7    0.0 1005.3
10291 20160628  3   12.2   14.0   17.2   21.6   76.5    2.0    7.9    5.3    4.3    3.7 1009.7
10291 20160627  3   10.6   11.9   17.8   22.8   68.7    2.0    9.0   10.3    3.5    1.0 1010.1
10291 20160626  3   11.8   13.5   18.3   22.5   74.9    3.0   12.3    7.5    5.0    0.1 1008.3
10291 20160625  3   15.8   17.6   22.9   33.2   78.9    2.0   20.4    9.0    2.9   26.4 1004.1
10291 20160624  3   17.6   19.5   26.4   33.8   62.0    2.0   11.3   13.3    0.8    0.0 1010.3
10291 20160623  3   14.0   16.2   24.6   30.4   64.2    3.0    9.7   15.2    0.3    0.0 1015.7
10291 20160622  3   12.4   14.0   21.3   27.4   70.9    2.0    8.1    8.6    4.5    0.0 1016.8
10291 20160621  3   13.7   14.8   17.8   22.3   80.1    2.0    9.9    4.1    6.5    1.1 1012.0
10291 20160620  3    8.9   10.7   17.1   22.7   68.5    2.0    9.2   11.7    2.3    0.5 1013.5
10291 20160619  3   10.0   11.5   16.9   22.2   77.7    2.0    7.6    8.1    3.5    0.0 1013.6
10291 20160618  3   11.5   12.9   16.0   20.9   85.3    2.0    9.2    5.7    4.5    3.4 1006.8
10291 20160617  3   12.6   13.6   15.1   16.2   93.7    3.0   11.8    0.2    7.4   20.5  995.6
10291 20160616  3   11.4   11.9   17.7   23.0   72.0    2.0    8.9    8.8    5.3   12.4  996.7
10291 20160615  3   11.0   12.3   15.9   20.0   87.5    2.0    6.4    1.4    6.9    5.0  993.8
10291 20160614  3   13.1   13.4   16.5   21.1   85.8    2.0   15.3    3.6    6.4   11.9  992.9
10291 20160613  3   11.7   11.8   13.6   15.0   89.8    2.0    6.4    0.1    7.8    0.5  996.4
10291 20160612  3    6.1    6.8   14.1   20.1   68.7    2.0    8.2    0.2    7.3    2.0 1003.7
10291 20160611  3    7.0    8.2   14.9   20.8   55.1    2.0    8.8   13.7    3.6    0.0 1005.6
10291 20160610  3    9.2   10.1   15.6   22.0   59.7    3.0   13.1   10.7    4.2    0.0 1003.2
10291 20160609  3   10.2   11.6   17.2   22.1   63.4    2.0    7.8    9.1    5.0    0.0 1008.1
10291 20160608  3   10.5   11.9   19.4   26.4   59.0    3.0   11.6   14.7    1.4    0.0 1009.5
10291 20160607  3    6.0    7.2   17.0   25.2   58.9    1.0    4.6   15.0    2.0    0.0 1016.1
10291 20160606  3    7.7    9.0   17.0   23.6   58.2    2.0    7.3   15.1    0.5    0.0 1016.1
10291 20160605  3   12.2   13.8   20.7   28.2   67.2    2.0    7.6   14.7    0.5    0.0 1009.8
10291 20160604  3   12.8   13.9   20.5   27.8   71.1    2.0    7.7   12.2    2.0    0.0 1006.7
10291 20160603  3   13.7   14.8   21.2   27.0   68.0    2.0    9.7   14.0    2.4    0.0 1006.0
10291 20160602  3   13.9   15.0   20.1   25.5   78.3    2.0    9.8   10.8    4.1    0.0 1005.0
10291 20160601  3   14.6   15.9   19.2   23.7   89.2    2.0   10.5    4.5    5.4   17.4 1004.7
10291 20160531  3   13.2   14.4   18.7   25.8   86.6    2.0   10.6    1.1    5.3    5.8 1003.8
10291 20160530  3   13.7   15.3   20.2   29.6   78.5    3.0   16.3    6.5    6.2   13.4 1000.1
10291 20160529  3   12.0   12.6   20.2   26.9   72.6    3.0   12.2    9.3    4.2    0.0 1002.7
10291 20160528  3    7.2    8.7   16.6   24.4   75.5    2.0    8.9   11.8    2.5    0.0 1008.5
10291 20160527  3    8.6   10.3   15.5   20.2   75.2    2.0    6.2    2.9    6.8    0.0 1010.5
10291 20160526  3   12.0   11.6   14.9   19.0   85.0    2.0    6.1    0.5    7.7    0.0 1009.2
10291 20160525  3   11.8   13.0   15.3   18.8   88.9    3.0    7.6    1.2    6.6    0.0 1006.1
10291 20160524  3   13.7   14.3   18.9   28.1   75.3    3.0   12.0    9.4    5.4    0.7 1001.6
10291 20160523  3   10.6   12.6   21.4   28.7   60.5    2.0   10.1   12.1    4.5    0.0 1000.4
10291 20160522  3   10.4   12.6   20.8   27.7   54.4    3.0   12.0   10.8    5.9    0.0 1005.1
10291 20160521  3   10.1   12.3   17.4   23.1   67.2    2.0    8.5    5.0    6.5    0.0 1010.3
