STATIONS_ID; iso-date; QUALITAETS_NIVEAU; tavg;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;relhumid; windspeed; tmax;tmin;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; precip;NIEDERSCHLAGSHOEHE_IND;sunhours; SCHNEEHOEHE;eor
164;2015-05-28;   3;   12.8;   9.2;   6.2; 1007.16;   66.00;   4.6;   20.1;    5.6;    1.5;  21.5;   2.3;   6;    5.800;   0;eor
164;2015-05-29;   3;   13.6;   9.9;   7.4; 1004.27;   65.92;   2.5;   18.1;    9.1;    8.3;   7.4;   2.4;   6;    7.400;   0;eor
164;2015-05-30;   3;   11.5;   9.5;   5.2; 1003.63;   70.46;   4.9;   15.5;    7.6;    5.8;  18.4;   1.4;   6;    5.900;   0;eor
164;2015-05-31;   3;   14.3;   8.4;   5.0; 1007.51;   54.63;   4.2;   20.6;    5.1;    3.5;  11.2;   0.0;   6;    8.667;   0;eor
164;2015-06-01;   3;   14.1;  11.9;   7.8; 1008.09;   75.33;   2.9;   18.1;    9.1;    6.0;  11.1;   2.2;   6;    0.650;   0;eor
164;2015-06-02;   3;   17.5;  12.1;   6.1; 1006.41;   64.13;   5.1;   23.5;   10.0;    9.9;  15.8;   0.0;   0;    7.483;   0;eor
164;2015-06-03;   3;   17.6;  12.1;   5.3; 1011.47;   60.00;   5.4;   21.8;    9.7;    4.5;  14.5;   0.0;   0;    4.217;   0;eor
164;2015-06-04;   3;   14.0;   9.1;   0.5; 1022.03;   60.50;   2.4;   20.8;    6.5;    3.7;   7.0;   0.0;   0;   15.067;   0;eor
164;2015-06-05;   3;   18.4;   9.1;   0.3; 1017.78;   47.46;   3.5;   27.1;    6.3;    4.0;  10.2;   0.0;   0;   15.133;   0;eor
164;2015-06-06;   3;   21.8;  13.9;   5.7; 1013.70;   52.75;   4.0;   29.9;   14.8;   13.5;  10.9;   0.0;   0;    8.433;   0;eor
164;2015-06-07;   3;   16.3;   9.1;   6.0; 1020.93;   51.33;   2.2;   22.6;   10.3;    8.5;   7.1;   0.0;   0;   12.600;   0;eor
164;2015-06-08;   3;   13.6;   9.5;   5.7; 1021.09;   62.83;   3.0;   18.8;    8.0;    5.5;   7.9;   0.0;   0;    7.750;   0;eor
164;2015-06-09;   3;   13.4;   9.1;   3.9; 1021.05;   62.63;   2.5;   19.8;    5.9;    4.0;   8.4;   0.0;   0;    9.100;   0;eor
164;2015-06-10;   3;   14.0;   9.1;   2.3; 1020.34;   59.50;   2.1;   21.5;    5.9;    3.9;   8.0;   0.0;   0;    9.583;   0;eor
164;2015-06-11;   3;   15.9;   8.6;   0.3; 1015.49;   53.25;   1.7;   23.8;    5.3;    2.9;   6.4;   0.1;   6;   15.150;   0;eor
164;2015-06-12;   3;   17.6;  12.4;   2.8; 1007.99;   66.00;   1.7;   26.3;    8.8;    7.2;   6.5;   0.2;   6;    9.317;   0;eor
164;2015-06-13;   3;   20.6;  17.2;   4.1; 1002.25;   73.54;   2.4;   29.7;   11.3;    9.2;   9.4;   4.5;   6;    7.683;   0;eor
164;2015-06-14;   3;   16.5;  15.7;   6.1; 1003.07;   83.17;   3.7;   19.8;   12.6;   10.6;  11.0;   0.0;   0;    3.967;   0;eor
164;2015-06-15;   3;   13.8;   9.0;   4.0; 1010.53;   58.21;   4.0;   19.0;   10.3;    9.3;  10.2;   0.0;   0;   11.217;   0;eor
164;2015-06-16;   3;   12.2;   9.0;   6.4; 1015.25;   64.21;   3.4;   15.5;    6.8;    4.1;   7.9;   0.0;   6;    1.083;   0;eor
164;2015-06-17;   3;   14.3;   9.0;   4.5; 1014.10;   58.79;   3.2;   20.9;    6.1;    3.0;   9.0;   0.6;   6;   11.150;   0;eor
164;2015-06-18;   3;   14.5;  12.6;   7.7; 1005.07;   77.63;   4.5;   20.5;   10.9;   10.3;  13.9;   0.0;   6;    1.433;   0;eor
164;2015-06-19;   3;   12.5;  10.8;   7.3; 1005.43;   75.00;   4.8;   16.3;    9.9;    9.4;  12.5;   4.2;   6;    2.167;   0;eor
164;2015-06-20;   3;   12.5;  12.3;   7.1; 1007.63;   84.67;   3.9;   17.7;    9.9;    9.0;  12.0;   6.5;   6;    3.167;   0;eor
164;2015-06-21;   3;   13.4;  11.3;   5.8; 1008.19;   75.79;   3.2;   19.1;    9.6;    8.2;   8.3;   0.2;   6;    3.967;   0;eor
164;2015-06-22;   3;   13.8;  12.3;   7.2; 1001.11;   78.96;   3.0;   18.8;   10.3;    8.0;   9.0;   3.3;   6;    1.633;   0;eor
164;2015-06-23;   3;   12.1;  13.0;   7.6;  999.56;   92.08;   3.7;   13.4;   11.2;   10.2;  10.2;   5.1;   6;    0.533;   0;eor
164;2015-06-24;   3;   12.6;  11.9;   7.6; 1010.95;   82.00;   4.4;   14.9;   10.5;    9.7;  10.8;   0.1;   6;    0.050;   0;eor
164;2015-06-25;   3;   16.6;  12.6;   6.4; 1014.76;   67.96;   3.3;   21.9;   11.8;   10.9;  10.0;   0.0;   6;    4.583;   0;eor
164;2015-06-26;   3;   16.6;  15.4;   7.9; 1012.17;   81.88;   1.3;   21.3;   14.0;   13.1;   5.1;   2.0;   6;    0.433;   0;eor
164;2015-06-27;   3;   17.4;  17.1;   7.8; 1007.78;   86.54;   2.3;   22.7;   14.7;   14.4;  13.0;   7.4;   6;    1.367;   0;eor
164;2015-06-28;   3;   16.6;  13.8;   7.2; 1012.94;   74.67;   3.6;   22.3;   13.4;   11.6;  10.2;   0.9;   6;    3.267;   0;eor
164;2015-06-29;   3;   19.2;  14.5;   5.5; 1013.57;   67.38;   2.1;   25.7;   14.0;   13.1;   6.4;   0.0;   0;    7.000;   0;eor
164;2015-06-30;   3;   18.8;  13.9;   4.1; 1015.23;   66.83;   2.7;   24.1;   12.2;   10.3;   8.5;   0.0;   0;   12.350;   0;eor
164;2015-07-01;   3;   19.1;  13.6;   0.4; 1017.86;   65.88;   2.2;   26.1;   10.2;    8.8;   7.8;   0.0;   0;   15.167;   0;eor
164;2015-07-02;   3;   21.7;  13.8;   0.1; 1019.27;   57.08;   3.1;   28.9;   13.1;   11.2;   9.2;   0.0;   0;   15.167;   0;eor
164;2015-07-03;   3;   24.5;  14.4;   1.3; 1018.46;   49.67;   2.9;   32.2;   13.8;   11.7;  10.2;   0.0;   0;   14.383;   0;eor
164;2015-07-04;   3;   27.3;  16.5;   2.4; 1013.89;   47.71;   2.4;   35.8;   16.8;   14.6;   7.5;   0.0;   6;   14.250;   0;eor
164;2015-07-05;   3;   28.3;  18.9;   5.8; 1009.38;   52.25;   2.5;   35.6;   20.1;   19.8;  17.5;   2.7;   6;    9.650;   0;eor
164;2015-07-06;   3;   20.9;  16.2;   4.7; 1010.57;   67.50;   4.3;   26.1;   14.3;   11.5;  11.8;   0.0;   0;    8.683;   0;eor
164;2015-07-07;   3;   22.2;  14.4;   2.2; 1004.95;   58.25;   2.9;   30.5;   12.9;   10.1;  14.7;   1.9;   6;   13.217;   0;eor
164;2015-07-08;   3;   18.6;  15.4;   6.4;  998.83;   71.92;   5.1;   22.7;   15.7;   14.5;  14.1;   1.1;   6;    3.133;   0;eor
164;2015-07-09;   3;   15.3;  10.4;   5.0; 1005.12;   60.33;   7.5;   18.7;   11.1;   10.2;  19.3;   0.0;   6;    6.500;   0;eor
164;2015-07-10;   3;   14.2;   8.9;   4.3; 1011.67;   56.83;   6.6;   19.7;    7.9;    4.7;  16.1;   0.0;   0;    5.100;   0;eor
164;2015-07-11;   3;   15.8;   9.5;   3.7; 1011.00;   57.38;   2.1;   23.2;    6.3;    3.9;   6.8;   0.0;   0;    9.050;   0;eor
164;2015-07-12;   3;   17.2;  14.6;   7.6; 1008.12;   75.75;   2.3;   24.7;   11.1;   10.0;  10.6;   5.2;   6;    2.200;   0;eor
164;2015-07-13;   3;   16.6;  16.8;   7.8; 1006.53;   88.92;   3.9;   21.2;   14.7;   14.5;  11.5;   3.3;   6;    1.700;   0;eor
164;2015-07-14;   3;   17.0;  16.2;   7.5; 1006.62;   84.33;   2.0;   20.8;   14.1;   13.7;   4.5;   0.3;   6;    1.500;   0;eor
164;2015-07-15;   3;   18.1;  13.8;   5.0; 1010.99;   68.46;   3.9;   23.3;   13.0;   10.9;   9.6;   0.0;   6;    7.467;   0;eor
164;2015-07-16;   3;   19.1;  14.6;   5.2; 1011.45;   67.17;   2.4;   26.1;   14.1;   13.0;   8.6;   0.0;   6;    5.433;   0;eor
164;2015-07-17;   3;   22.0;  16.9;   3.6; 1008.40;   66.04;   2.4;   29.6;   13.1;   11.5;   7.1;   0.0;   6;    9.800;   0;eor
164;2015-07-18;   3;   22.0;  16.8;   3.8; 1007.27;   65.83;   3.2;   27.3;   14.6;   12.6;  10.6;   0.0;   0;   10.250;   0;eor
164;2015-07-19;   3;   15.3;  15.0;   6.7; 1004.20;   87.33;   2.8;   20.8;   12.1;   10.3;   9.9;  15.4;   6;    2.833;   0;eor
164;2015-07-20;   3;   17.6;  13.6;   5.8; 1005.92;   69.83;   4.0;   22.5;   14.2;   12.5;  11.3;   0.0;   6;    9.283;   0;eor
164;2015-07-21;   3;   20.8;  17.3;   4.3; 1005.79;   71.04;   3.3;   27.3;   15.3;   13.5;  14.1;   4.2;   6;    9.400;   0;eor
164;2015-07-22;   3;   22.2;  18.6;   6.0; 1006.43;   71.83;   2.7;   28.6;   14.0;   12.4;   9.5;   7.1;   6;    6.617;   0;eor
164;2015-07-23;   3;   19.1;  15.5;   5.2; 1007.76;   72.63;   3.3;   24.0;   12.7;   10.8;  11.3;   0.0;   0;    7.100;   0;eor
164;2015-07-24;   3;   18.7;  12.9;   4.3; 1008.34;   63.21;   1.9;   25.4;   10.7;    9.4;   6.9;   0.0;   6;   12.900;   0;eor
164;2015-07-25;   3;   20.8;  15.1;   5.8;  996.00;   62.63;   5.2;   27.5;   13.7;   12.9;  18.7;   0.1;   6;    6.783;   0;eor
164;2015-07-26;   3;   15.6;  11.5;   5.2; 1002.60;   66.96;   6.1;   20.4;   11.6;    8.8;  17.3;   0.1;   6;    7.400;   0;eor
164;2015-07-27;   3;   15.8;  13.4;   6.8;  996.32;   74.63;   3.2;   21.7;   12.2;   10.7;  12.4;   0.5;   6;    0.833;   0;eor
164;2015-07-28;   3;   16.5;  14.1;   6.2;  996.35;   75.83;   4.9;   20.3;   13.8;   12.8;  13.8;   0.9;   6;    6.200;   0;eor
164;2015-07-29;   3;   14.9;  11.6;   5.9;  998.72;   69.96;   4.9;   20.9;   10.9;    9.5;  20.8;   1.8;   6;    5.917;   0;eor
164;2015-07-30;   3;   15.0;  11.3;   6.0; 1002.37;   66.92;   6.8;   19.5;   12.3;   11.0;  17.6;   0.0;   6;    3.250;   0;eor
164;2015-07-31;   3;   14.0;  10.7;   5.3; 1010.59;   68.96;   4.4;   18.8;    7.8;    4.8;  11.2;   0.0;   0;    3.133;   0;eor
164;2015-08-01;   3;   16.1;  10.6;   3.0; 1011.75;   62.83;   1.8;   24.9;    6.1;    3.5;   7.0;   0.0;   0;   11.467;   0;eor
164;2015-08-02;   3;   20.6;  11.8;   2.4; 1012.26;   54.96;   1.9;   29.9;   10.3;    8.5;   6.9;   0.0;   0;   13.883;   0;eor
164;2015-08-03;   3;   22.4;  13.4;   1.8; 1012.33;   55.04;   1.9;   31.4;   12.3;   10.2;   6.1;   0.0;   0;   13.983;   0;eor
164;2015-08-04;   3;   25.4;  15.6;   2.3; 1006.98;   53.83;   3.7;   34.2;   14.4;   12.8;  14.1;   0.0;   6;   12.433;   0;eor
164;2015-08-05;   3;   19.8;  17.3;   6.0; 1011.64;   77.00;   2.5;   25.5;   14.7;   12.7;   7.1;   0.0;   0;    3.900;   0;eor
164;2015-08-06;   3;   23.5;  17.3;   4.4; 1010.33;   65.46;   2.2;   33.5;   12.5;   11.1;   7.3;   0.0;   0;   13.283;   0;eor
164;2015-08-07;   3;   26.0;  16.9;   2.3; 1010.18;   57.08;   2.3;   36.7;   15.7;   13.6;  12.2;   0.0;   0;   11.000;   0;eor
164;2015-08-08;   3;   23.6;  18.0;   4.1; 1011.32;   64.29;   4.8;   33.2;   17.9;   16.8;  14.0;   0.0;   0;   10.317;   0;eor
164;2015-08-09;   3;   19.8;  13.9;   1.5; 1014.43;   62.58;   3.5;   26.7;   12.8;   11.3;   8.3;   0.0;   0;   13.800;   0;eor
164;2015-08-10;   3;   22.3;  16.9;   2.3; 1010.78;   65.38;   2.2;   32.3;   12.2;   10.9;   8.0;   0.0;   0;   11.233;   0;eor
164;2015-08-11;   3;   24.7;  17.8;   2.8; 1008.96;   60.75;   2.8;   34.2;   17.8;   16.6;  11.0;   0.0;   6;   10.617;   0;eor
164;2015-08-12;   3;   20.5;  19.4;   6.3; 1014.19;   81.13;   3.7;   27.2;   17.2;   16.5;   9.8;   3.3;   6;    2.950;   0;eor
164;2015-08-13;   3;   21.8;  15.7;   4.0; 1013.74;   63.29;   3.4;   29.2;   16.9;   16.4;   9.0;   0.0;   6;    8.300;   0;eor
164;2015-08-14;   3;   25.4;  16.4;   1.6; 1005.25;   52.00;   5.0;   33.4;   17.5;   16.5;  11.3;   0.7;   6;   12.267;   0;eor
164;2015-08-15;   3;   24.2;  21.2;   5.5; 1000.69;   72.54;   3.0;   31.9;   19.5;   18.1;  10.8;   4.3;   6;    6.850;   0;eor
164;2015-08-16;   3;   22.9;  22.6;   5.8; 1002.87;   82.17;   1.8;   29.3;   18.1;   17.5;   7.0;   0.1;   6;    3.917;   0;eor
164;2015-08-17;   3;   23.6;  15.4;   7.3; 1004.08;   54.71;   3.9;   30.4;   19.6;   19.6;  12.8;   0.0;   6;    2.267;   0;eor
164;2015-08-18;   3;   22.0;  13.5;   6.0; 1007.00;   53.29;   4.6;   28.7;   13.4;   11.2;  11.6;   0.0;   0;    3.667;   0;eor
164;2015-08-19;   3;   20.0;  10.9;   0.8; 1012.70;   51.83;   2.8;   27.9;   13.1;    9.7;   9.6;   0.0;   0;   13.000;   0;eor
164;2015-08-20;   3;   18.4;   9.9;   1.7; 1018.09;   53.08;   2.4;   26.4;    9.6;    7.1;  10.4;   0.0;   0;   13.233;   0;eor
164;2015-08-21;   3;   18.8;   9.8;   3.4; 1019.34;   50.29;   2.1;   27.0;    9.8;    7.9;   8.3;   0.0;   0;   13.017;   0;eor
164;2015-08-22;   3;   19.0;  10.3;   1.1; 1016.06;   53.21;   2.3;   27.8;    9.8;    7.9;   9.8;   0.4;   6;   12.450;   0;eor
164;2015-08-23;   3;   19.3;  11.9;   4.9; 1009.29;   56.00;   3.7;   26.0;   11.3;   10.1;  14.0;   0.0;   6;    6.900;   0;eor
164;2015-08-24;   3;   20.3;  15.2;   5.6; 1001.95;   64.58;   3.8;   27.1;   14.4;   12.7;  10.2;   3.4;   6;    5.783;   0;eor
164;2015-08-25;   3;   18.0;  15.1;   6.5; 1005.74;   73.67;   4.3;   21.5;   13.9;   12.3;  15.8;   0.0;   0;    1.650;   0;eor
164;2015-08-26;   3;   19.7;  14.0;   5.9; 1009.63;   63.25;   3.6;   25.9;   13.1;   11.7;  10.8;   0.0;   0;   10.550;   0;eor
164;2015-08-27;   3;   20.1;  14.7;   7.7; 1004.65;   63.96;   3.3;   27.8;   15.3;   13.6;   9.0;   5.5;   6;    4.050;   0;eor
164;2015-08-28;   3;   15.9;  15.0;   5.6; 1010.01;   83.58;   3.1;   20.4;   11.0;    8.5;   8.6;   0.0;   6;    2.467;   0;eor
164;2015-08-29;   3;   17.1;  13.3;   1.2; 1016.99;   72.54;   1.7;   24.8;    9.9;    7.6;   6.7;   0.0;   0;   10.383;   0;eor
164;2015-08-30;   3;   19.4;  16.6;   5.3; 1013.08;   75.46;   1.5;   28.9;   11.0;    9.9;   6.1;   0.9;   6;    8.767;   0;eor
164;2015-08-31;   3;   24.6;  19.9;   5.3; 1005.34;   68.67;   1.7;   34.4;   15.4;   14.6;   6.4;   0.0;   0;   11.100;   0;eor
164;2015-09-01;   3;   22.4;  19.4;   3.4; 1000.95;   73.33;   4.2;   28.4;   14.5;   13.7;  12.5;   3.1;   6;   10.133;   0;eor
164;2015-09-02;   3;   15.5;  12.2;   4.3; 1008.29;   71.29;   4.1;   20.6;    9.3;    7.2;  10.8;   0.0;   0;    8.900;   0;eor
164;2015-09-03;   3;   14.9;  13.2;   6.0; 1007.73;   78.88;   2.5;   19.1;    8.8;    6.5;   8.4;   0.0;   6;    4.367;   0;eor
164;2015-09-04;   3;   14.5;  11.6;   3.1; 1005.92;   72.88;   2.8;   20.5;    8.7;    7.1;   9.9;   0.1;   6;    8.933;   0;eor
164;2015-09-05;   3;   13.3;  11.8;   3.7; 1000.92;   78.00;   5.8;   19.4;   10.1;    8.4;  16.8;   1.8;   6;    4.033;   0;eor
164;2015-09-06;   3;   13.0;  12.0;   5.8; 1002.64;   80.25;   7.8;   17.7;   10.1;    8.8;  19.0;   3.0;   6;    2.850;   0;eor
164;2015-09-07;   3;   12.5;   9.9;   3.1; 1012.54;   70.88;   4.9;   19.2;    7.7;    5.2;  11.8;   0.0;   6;    7.900;   0;eor
164;2015-09-08;   3;   12.5;  10.2;   4.3; 1015.23;   72.71;   4.5;   20.7;    7.0;    3.9;  11.6;   0.0;   0;    5.367;   0;eor
164;2015-09-09;   3;   12.0;  10.6;   4.9; 1018.68;   77.33;   3.1;   19.0;    5.6;    3.2;   9.6;   0.0;   6;    3.150;   0;eor
164;2015-09-10;   3;   13.4;  12.1;   6.0; 1019.38;   80.71;   2.7;   20.4;    9.2;    6.4;  11.5;   8.2;   6;    3.767;   0;eor
164;2015-09-11;   3;   13.5;  13.8;   7.8; 1016.00;   88.79;   3.4;   16.0;   11.0;    9.7;  10.3;   4.8;   6;    0.050;   0;eor
164;2015-09-12;   3;   16.0;  14.2;   2.6; 1012.01;   80.04;   3.1;   22.0;   10.2;    8.6;   9.5;   0.0;   6;   10.350;   0;eor
164;2015-09-13;   3;   17.3;  15.3;   5.2; 1007.07;   78.33;   3.9;   22.7;   13.2;   12.4;   8.8;   0.0;   0;    2.067;   0;eor
164;2015-09-14;   3;   17.7;  15.7;   5.4;  998.82;   78.58;   4.3;   23.1;   14.6;   13.4;   9.5;   0.8;   6;    5.467;   0;eor
164;2015-09-15;   3;   14.6;  12.9;   4.5; 1001.57;   80.29;   3.9;   20.7;    9.4;    7.4;  13.0;   4.5;   6;    7.400;   0;eor
164;2015-09-16;   3;   16.5;  14.7;   6.4;  996.74;   78.96;   3.2;   24.0;    8.5;    6.5;  10.7;   0.8;   6;    2.233;   0;eor
164;2015-09-17;   3;   19.0;  15.9;   5.5;  995.21;   74.25;   4.4;   25.0;   13.7;   12.7;  10.9;   2.0;   6;    4.817;   0;eor
164;2015-09-18;   3;   15.0;  12.6;   3.2; 1008.33;   74.83;   3.8;   19.6;   11.7;    8.7;   9.5;   0.0;   0;    7.883;   0;eor
164;2015-09-19;   3;   14.5;  13.4;   3.5; 1012.75;   82.54;   2.9;   21.4;   10.8;    8.3;  10.7;   2.4;   6;    7.650;   0;eor
164;2015-09-20;   3;   12.3;  12.2;   5.4; 1011.48;   86.17;   4.7;   16.7;   10.1;    9.4;  11.7;   3.4;   6;    5.450;   0;eor
164;2015-09-21;   3;   12.4;  11.3;   6.8; 1008.04;   80.13;   3.8;   16.9;    9.2;    7.8;   9.4;   0.0;   0;    3.283;   0;eor
164;2015-09-22;   3;   14.0;  11.7;   7.7;  999.93;   75.79;   3.6;   19.9;    9.4;    7.8;  10.9;   0.1;   6;    1.817;   0;eor
164;2015-09-23;   3;   13.1;  12.6;   6.3; 1002.27;   83.58;   2.2;   16.6;    9.7;    6.5;   5.9;   0.0;   6;    0.183;   0;eor
164;2015-09-24;   3;   13.4;  11.9;   2.7; 1011.05;   78.42;   3.1;   19.2;    8.1;    6.0;   8.7;   0.0;   0;    8.983;   0;eor
164;2015-09-25;   3;   12.7;  11.3;   4.6; 1013.66;   77.96;   2.4;   18.7;    7.5;    5.2;   6.7;   0.0;   0;    5.733;   0;eor
164;2015-09-26;   3;   11.5;  10.0;   0.8; 1018.65;   76.79;   3.0;   18.1;    6.6;    3.6;   8.2;   0.0;   0;    9.483;   0;eor
164;2015-09-27;   3;   10.7;   9.9;   1.6; 1024.40;   79.88;   3.1;   18.0;    4.9;    2.9;   9.3;   0.0;   0;    8.850;   0;eor
164;2015-09-28;   3;   10.9;   9.9;   0.8; 1029.43;   78.75;   2.8;   18.7;    4.1;    1.4;   8.6;   0.0;   0;    9.200;   0;eor
164;2015-09-29;   3;   10.7;  10.0;   2.5; 1031.97;   80.38;   2.6;   18.1;    4.7;    1.9;   8.4;   0.0;   0;    9.067;   0;eor
164;2015-09-30;   3;    9.7;   9.7;   2.4; 1030.38;   83.25;   1.6;   17.1;    3.4;    1.4;   6.4;   0.0;   0;    6.233;   0;eor
164;2015-10-01;   3;    9.1;   8.2;   0.8; 1026.20;   75.79;   1.5;   17.6;    1.2;   -1.0;   6.1;   0.0;   0;   10.067;   0;eor
164;2015-10-02;   3;    9.5;   8.9;   3.7; 1019.81;   78.17;   1.8;   17.5;    2.9;   -0.7;   6.9;   0.0;   0;   10.367;   0;eor
164;2015-10-03;   3;   10.9;   9.6;   2.7; 1010.77;   77.04;   1.7;   20.8;    0.3;   -1.4;   8.0;   0.0;   6;   10.017;   0;eor
164;2015-10-04;   3;   14.2;  11.9;   4.8; 1007.80;   75.50;   2.6;   20.4;    9.1;    8.9;   8.2;   0.0;   0;    7.117;   0;eor
164;2015-10-05;   3;   11.6;  11.9;   2.4; 1009.95;   87.92;   1.7;   17.7;    6.1;    4.7;   5.1;   0.0;   0;    5.033;   0;eor
164;2015-10-06;   3;   12.9;  12.2;   6.2; 1005.72;   82.58;   4.4;   17.0;    8.2;    6.0;  11.0;   0.1;   6;    1.117;   0;eor
164;2015-10-07;   3;   12.3;  10.4;   8.0; 1008.37;   72.21;   5.2;   14.0;    9.0;    6.5;  11.2;   1.0;   6;    0.000;   0;eor
164;2015-10-08;   3;    8.3;   8.6;   8.0; 1013.20;   78.29;   2.5;   10.2;    6.1;    5.4;   7.6;   1.5;   6;    0.000;   0;eor
164;2015-10-09;   3;    8.0;   6.4;   7.0; 1017.15;   60.92;   3.3;   13.1;    3.9;    2.2;   8.2;   0.0;   0;    3.617;   0;eor
164;2015-10-10;   3;    5.1;   4.9;   2.7; 1018.73;   57.42;   3.8;   10.9;   -0.8;   -4.0;  10.1;   0.0;   0;    7.967;   0;eor
164;2015-10-11;   3;    3.6;   5.0;   0.0; 1018.19;   66.13;   3.9;   10.5;   -2.3;   -5.5;  14.0;   0.0;   0;    9.933;   0;eor
164;2015-10-12;   3;    3.7;   5.1;   2.4; 1017.55;   67.42;   3.8;    9.8;   -3.2;   -6.7;  11.4;   0.0;   0;    9.317;   0;eor
164;2015-10-13;   3;    4.0;   7.1;   8.0; 1014.61;   86.79;   3.0;    4.9;    3.4;    3.4;   7.5;   0.1;   6;    0.000;   0;eor
164;2015-10-14;   3;    5.6;   8.4;   8.0; 1014.08;   91.96;   3.9;    6.8;    3.9;    3.6;   8.6;  13.2;   6;    0.000;   0;eor
164;2015-10-15;   3;    6.1;   9.0;   8.0; 1011.80;   95.33;   4.5;    6.7;    4.9;    4.6;   9.2;  13.2;   6;    0.000;   0;eor
164;2015-10-16;   3;    8.1;  10.6;   8.0; 1009.77;   97.88;   1.9;    9.5;    6.6;    6.5;   4.7;  13.1;   6;    0.000;   0;eor
164;2015-10-17;   3;    8.7;  10.8;   8.0; 1011.04;   95.63;   2.1;   10.2;    7.6;    7.6;   5.7;   0.1;   6;    0.000;   0;eor
164;2015-10-18;   3;    8.0;   9.9;   8.0; 1011.59;   91.71;   2.1;    9.4;    7.3;    7.2;   5.8;   4.4;   6;    0.000;   0;eor
164;2015-10-19;   3;    8.8;  11.2;   8.0; 1012.79;   98.88;   1.6;    9.8;    7.6;    7.5;   4.5;   1.4;   6;    0.000;   0;eor
164;2015-10-20;   3;    9.2;  11.3;   8.0; 1012.74;   96.71;   2.6;   11.6;    8.2;    7.9;   6.4;   0.8;   6;    0.067;   0;eor
164;2015-10-21;   3;    8.9;  10.4;   7.6; 1011.23;   90.92;   3.0;   11.3;    7.1;    5.7;   6.8;   0.0;   6;    0.017;   0;eor
164;2015-10-22;   3;    9.1;  10.9;   8.0; 1006.46;   93.33;   3.6;   11.3;    7.2;    6.2;   9.1;   0.1;   6;    0.000;   0;eor
164;2015-10-23;   3;   10.3;  10.7;   3.5; 1012.93;   85.42;   5.0;   14.3;    6.2;    3.7;  12.6;   0.0;   0;    4.667;   0;eor
164;2015-10-24;   3;    8.5;  10.0;   5.1; 1013.43;   90.29;   2.4;   12.9;    4.2;    1.4;   7.9;   0.0;   0;    7.783;   0;eor
164;2015-10-25;   3;    8.3;  10.1;   5.1; 1014.72;   92.29;   2.8;   13.1;    4.1;    1.8;   8.3;   0.0;   0;    1.233;   0;eor
164;2015-10-26;   3;    5.9;   8.2;   5.0; 1019.61;   89.33;   1.4;   12.4;    0.3;   -1.8;   4.8;   0.0;   0;    8.600;   0;eor
164;2015-10-27;   3;    5.7;   8.3;   2.4; 1015.85;   89.46;   2.6;   13.2;   -1.8;   -3.4;   8.1;   0.0;   0;    8.433;   0;eor
164;2015-10-28;   3;    6.1;   7.9;   2.9; 1010.63;   84.88;   3.3;   11.5;    2.4;    0.0;   8.1;   0.0;   0;    7.617;   0;eor
164;2015-10-29;   3;    4.5;   7.8;   4.3; 1012.43;   92.38;   1.5;    9.0;   -0.5;   -2.2;   3.7;   0.0;   0;    4.267;   0;eor
164;2015-10-30;   3;    6.3;   9.2;   7.8; 1023.23;   96.46;   1.4;    8.5;    3.9;    3.9;   3.8;   0.0;   6;    0.000;   0;eor
164;2015-10-31;   3;    9.4;  10.0;   4.4; 1025.91;   84.96;   3.2;   14.0;    5.6;    3.7;   7.3;   0.0;   0;    6.350;   0;eor
164;2015-11-01;   3;    7.8;   8.9;   6.1; 1024.16;   85.29;   2.5;   14.6;    2.8;    0.0;   7.7;   0.0;   0;    6.250;   0;eor
164;2015-11-02;   3;    5.0;   8.2;   5.7; 1022.29;   94.29;   1.4;   11.2;    0.4;   -1.6;   4.2;   0.0;   0;    7.883;   0;eor
164;2015-11-03;   3;    2.4;   6.7;   3.0; 1016.09;   92.17;   1.3;    9.2;   -2.5;   -4.1;   4.5;   0.0;   0;    6.367;   0;eor
164;2015-11-04;   3;    0.5;   6.4;   7.0; 1014.30;   99.92;   1.3;    3.2;   -3.1;   -4.1;   4.4;   0.0;   0;    0.000;   0;eor
164;2015-11-05;   3;    5.0;   8.4;   5.5; 1015.42;   96.17;   1.8;    9.0;    1.6;    1.4;   5.1;   0.3;   6;    0.500;   0;eor
164;2015-11-06;   3;    7.7;  10.5;   7.8; 1014.24;   97.58;   2.6;   13.0;    3.7;    3.1;   5.5;   4.0;   6;    0.000;   0;eor
164;2015-11-07;   3;   14.3;  15.4;   7.4; 1013.06;   94.38;   3.6;   17.6;   10.9;    9.6;  11.8;   2.8;   6;    1.133;   0;eor
164;2015-11-08;   3;   12.1;  11.2;   4.7; 1016.41;   79.33;   5.8;   16.9;    6.5;    4.1;  16.8;   1.4;   6;    7.550;   0;eor
164;2015-11-09;   3;   12.5;  11.5;   7.5; 1009.22;   79.67;   6.1;   16.1;    8.0;    7.1;  16.0;   0.2;   6;    2.183;   0;eor
164;2015-11-10;   3;   13.1;  13.9;   8.0; 1007.68;   91.92;   8.1;   14.1;   11.1;   10.5;  17.0;   0.2;   6;    0.000;   0;eor
164;2015-11-11;   3;   13.7;  13.9;   8.0; 1011.81;   88.08;   6.0;   14.7;   12.1;   11.5;  13.1;   0.0;   6;    0.000;   0;eor
